set,id,verdict,note,topic,sheet,row,col
webp,ffct-19521,off-topic,shows apparatus not Rutherford,who did the gold foil experiment,,0,2
webp,ffct-19529,text,fine gold label baked in,chemical symbol for gold,,1,3
webp,ffct-19533,text,potassium label baked in,chemical symbol for potassium,,2,3
webp,ffct-19534,text,lead label baked in,chemical symbol for lead,,3,0
webp,ffct-19538,off-topic,octopus not antimony,chemical symbol for antimony,,3,3
webp,ffct-19547,text,iridium label baked in,what is the second densest metal,,2,0
webp,ffct-19551,text,fine gold label baked in,how dense is gold,,2,3
webp,ffct-19553,text,nitrogen label baked in,what is the most abundant gas in air,,3,1
webp,ffct-19561,text,gas labels baked in,what is the third most abundant gas in air,,1,1
webp,ffct-19591,text,O8 subscript misleading,what is the symbol for oxygen,,1,1
webp,ffct-19604,text,color labels baked in,what are the 3 primary colors of paint,,3,0
webp,ffct-19606,text,radioactivity word baked in,who coined the word radioactivity,,3,2
webp,ffct-19609,off-topic,Einstein not Curie,who was the first person to win Nobel Prizes in two sciences,,0,1
webp,ffct-19611,off-topic,uranium not Becquerel,who first discovered radioactivity in uranium,,0,3
webp,ffct-19632,text,ethanol label baked in,chemical formula of ethanol alcohol,,0,3
webp,ffct-19634,text,cleaning powder label,chemical formula of sodium hydroxide lye,,1,1
webp,ffct-19641,text,bromine label baked in,only nonmetal liquid at room temperature,,2,2
webp,ffct-19648,text,copper tin labels,what is bronze made of,,0,1
webp,ffct-19654,text,calcium carbonate label,what is chalk made of,,1,2
webp,ffct-19655,text,sodium bicarbonate label,what is baking soda made of,,1,3
webp,ffct-19675,text,float sink labels,which things float vs sink in water,,0,0
webp,ffct-19688,off-topic,condensation not deposition,what is gas to solid called,,3,0
webp,ffct-19701,text,increasing acidity label,how much stronger is each pH step,,0,0
webp,ffct-19705,text,vinegar label baked in,what is the pH of vinegar,,0,2
webp,ffct-19707,text,baking soda label,what is the pH of baking soda,,1,0
webp,ffct-19709,text,bleach label baked in,what is the pH of bleach,,1,2
webp,ffct-19710,text,ammonia label baked in,what is the pH of ammonia,,1,3
webp,ffct-19712,text,most basic label,what pH is the most basic,,2,1
webp,ffct-19727,off-topic,vaccine not sublimation,Sublimation Practical,,3,3
webp,ffct-19779,text,rubbing alcohol label,Flammability,,0,1
webp,ffct-19798,off-topic,ice tea physical change,Chemical Changes,,1,2
webp,ffct-19849,off-topic,magnetism not density,Black Sand Density,,2,1
webp,ffct-19872,text,baked-in text labels,Gold Melting,,1,1
webp,ffct-19874,text,baked-in text label,Plasma state,,1,2
webp,ffct-19876,text,baked-in text labels,Clear liquids,,1,3
webp,ffct-19920,text,baked-in text labels,ice expansion,,1,2
webp,ffct-19925,text,baked-in text labels,States of Matter,,2,2
webp,ffct-19953,text,baked-in text label,Properties of Matter (Conductivity),,1,0
webp,ffct-19958,text,baked-in text label,Flammability Safety,,1,3
webp,ffct-19960,text,baked-in text label,Jeepney rusting,,2,0
webp,ffct-20016,text,baked-in text label,Gas Production,,0,3
webp,ffct-20033,text,baked-in text label,Salt Solubility Limit,,3,1
webp,ffct-20035,text,baked-in text labels,Chemical Mixing Hazard,,3,3
webp,ffct-20063,text,baked-in text labels,Water Filtration,,3,0
webp,ffct-20071,text,baked-in text label,Freezing (Mango Popsicles),,0,0
webp,ffct-20074,text,baked-in text label,Chemical Mass,,0,1
webp,ffct-20115,text,baked-in text labels,Aerogel porosity,,0,1
webp,ffct-20124,text,baked-in text labels,Milk Spoilage,,1,3
webp,ffct-20128,text,baked-in text labels,Chemical Changes,,2,0
webp,ffct-20129,text,baked-in text label,Boiling Expansion,,2,1
webp,ffct-20139,text,baked-in text label,Melting Point,,0,0
webp,ffct-20165,text,baked-in text label,Chemical Change,,2,1
webp,ffct-20189,text,baked-in text label,melting point,,0,2
webp,ffct-20200,text,baked-in text labels,Coconut oil solidification,,1,0
webp,ffct-20206,text,baked-in text labels,Surfactants,,1,3
webp,ffct-20222,text,baked-in text label,Alcohol Flammability,,0,0
webp,ffct-20224,text,baked-in text labels,Endothermic Reactions,,0,1
webp,ffct-20225,text,baked-in text label,Extreme Density,,0,2
webp,ffct-20233,text,baked-in text label,Salt Solubility,,1,2
webp,ffct-20234,text,baked-in text label,Chemical Change,,1,3
webp,ffct-20236,text,baked-in text label,Condensation,,2,1
webp,ffct-20237,text,baked-in text labels,Fermentation,,2,2
webp,ffct-20249,text,baked-in text labels,thermal_expansion,,0,0
webp,ffct-20251,off-topic,snowy mountain not colloid,Colloid,,0,1
webp,ffct-20262,text,baked-in text label,Coconut Oil Melting,,1,3
webp,ffct-20270,text,baked-in text label,Solid Solutions,,3,0
webp,ffct-20294,off-topic,shows carbonated water not milk,milk composition,,1,0
webp,ffct-20300,off-topic,coin has baked-in text,Chemical Resistance,,1,3
webp,ffct-20315,text,baked-in labels,Chemical Changes,,3,0
webp,ffct-20351,off-topic,fizzy water not emulsion,Emulsion,,2,3
webp,ffct-20382,text,product label text,Coconut Oil States,,2,2
webp,ffct-20397,off-topic,"milk carton, not solid density",Solid Density,,0,3
webp,ffct-20399,text,baked-in BAKERY sign,Translucency,,1,0
webp,ffct-20405,text,baked-in product labels,Toxic Gas Mixtures,,1,3
webp,ffct-20408,text,baked-in jar label,Coconut oil melting point,,2,0
webp,ffct-20425,text,baked-in product labels,Flammable Liquids,,0,0
webp,ffct-20432,text,Boracay sign text,Sand Composition,,0,3
webp,ffct-20433,text,baked-in product labels,Cleaning Chemicals,,1,0
webp,ffct-20439,text,scale label text,Gold Density,,2,0
webp,ffct-20441,text,jar label text,Melting,,2,1
webp,ffct-20444,off-topic,jeepney not chemical change,Chemical Changes,,2,3
webp,ffct-20450,off-topic,statue not chemical change,Chemical Changes,,3,3
webp,ffct-20452,text,warning labels baked in,Toxic Gas Mixture,,0,1
webp,ffct-20459,text,baked-in energy label,atoms bond to lower energy stability,,1,2
webp,ffct-20466,text,melting point labels,Melting point comparison,,2,3
webp,ffct-20474,text,rock labels baked in,Material Hardness,,3,3
webp,ffct-20486,text,material labels baked in,Metal Properties,,1,2
webp,ffct-20500,text,baked-in percentage text,Body Water Content,,0,1
webp,ffct-20506,text,labels baked in,Soap Emulsification,,1,0
webp,ffct-20509,text,chemical labels baked in,Combustion,,1,2
webp,ffct-20517,text,labels baked in,Thermal expansion of solids,,2,1
webp,ffct-20523,text,product label text,Melting Point,,2,3
webp,ffct-20604,text,baked-in warning text,Aerosol Pressure Safety,,1,3
webp,ffct-20605,text,baked-in labels,Solution Concentration,,2,0
webp,ffct-20615,text,baked-in labels,Gold Density,,3,1
webp,ffct-20623,text,baked-in words and plate,Jeepney steel properties,,0,1
webp,ffct-20632,off-topic,otter not subscript,subscript number of atoms in formula,,1,1
webp,ffct-20634,off-topic,magnet not ionic solid,ionic compounds high melting point solid,,1,3
webp,ffct-20650,off-topic,eating soup not insulation,Thermal Insulators,,3,3
webp,ffct-20652,text,sea water label,Solution health,,0,1
webp,ffct-20659,text,iron to rust label,Chemical Mass,,1,0
webp,ffct-20661,off-topic,frozen block not nitrogen,Liquid Nitrogen,,1,1
webp,ffct-20662,off-topic,ring in bowl unclear,Metal states,,1,2
webp,ffct-20665,text,mercury label,Mercury density,,2,0
webp,ffct-20673,off-topic,cooking pot not conductivity,Properties of Matter (Conductivity),,2,2
webp,ffct-20680,text,vigan burnay label,Chemical Change in Ceramics,,3,3
webp,ffct-20690,text,VS text,Wave Speeds,,1,1
webp,ffct-20693,text,salt dissolving banner,Homogeneous Solutions,,1,3
webp,ffct-20700,text,bleach vinegar labels,toxic gas reaction,,2,2
webp,ffct-20701,text,mass labels,Rusting Mass,,2,3
webp,ffct-20702,text,ethanol label,Zara's Alcohol Engine,,3,0
webp,ffct-20705,text,silver copper labels,Silver Conductivity,,3,3
webp,ffct-20708,text,blood plasma label,Blood Solution,,0,0
webp,ffct-20716,text,sodium chlorine labels,compound properties differ from its elements,,1,0
webp,ffct-20719,text,proton neutron labels,neutron is neutral and adds mass,,1,3
webp,ffct-20728,off-topic,shoe only,Material Properties,,3,0
webp,ffct-20738,text,bleach ammonia labels,Chemical hazard,,3,3
webp,ffct-20751,text,neon sign text,Plasma state,,1,0
webp,ffct-20760,text,jose rizal label,Jose Rizal ink chemical change,,1,3
webp,ffct-20761,text,bleach vinegar labels,Toxic Gas,,2,0
webp,ffct-20762,text,temperature label,Battery Safety,,2,1
webp,ffct-20767,text,coin text,Material properties,,3,1
webp,ffct-20771,text,scale labels,Mass of Air,,3,3
webp,ffct-20792,text,baking soda label,Baking Soda Odor Control,,1,3
webp,ffct-20795,text,gas warning sign,gas poisoning,,2,1
webp,ffct-20804,text,carbon label,atomic number is the proton count,,3,1
webp,ffct-20805,text,mass number equation,mass number is protons plus neutrons,,3,2
webp,ffct-20806,text,neutron math,finding the number of neutrons,,3,3
webp,ffct-20807,text,carbon isotope labels,isotopes differ in neutron number,,0,0
webp,ffct-20820,text,sun temperature labels,Sun Plasma Temperature,,1,2
webp,ffct-20821,text,honey label,honey on cuts,,1,3
webp,ffct-20849,text,biogas labels,Gas Production,,1,1
webp,ffct-20854,text,mass equation labels,Burning mass,,1,2
webp,ffct-20867,text,vinegar soy labels,Vinegar Solution,,3,1
webp,ffct-20869,text,photosynthesis labels,Plant Process: Photosynthesis,,3,3
webp,ffct-20887,off-topic,no blood shown,Katipunan blood chemical change,,2,3
webp,ffct-20900,text,rust labels,Oxidation Process,,0,2
webp,ffct-20901,text,saliva labels,Saliva solution,,0,3
webp,ffct-20907,text,oxygen nitrogen labels,Atmospheric Gases,,1,3
webp,ffct-20908,text,patis label,Solutions,,2,0
webp,ffct-20912,text,intestine labels,Intestine Water Absorption,,2,3
webp,ffct-20913,text,coconut oil label,Freezing,,3,0
webp,ffct-20924,text,firefly formula labels,Chemical substances,,3,3
webp,ffct-20931,text,hair spray label,hairspray_flammability,,0,3
webp,ffct-20941,off-topic,lightbulb not neon plasma,Neon Plasma,,2,2
webp,ffct-20945,text,amylase labels,Saliva Enzyme Solution,,3,1
webp,ffct-20950,text,cold labels,Nature of Cold,,0,0
webp,ffct-20958,text,adobo vinegar labels,Adobo and Vinegar,,0,3
webp,ffct-20982,text,periodic table text,repeating properties when ordered by atom mass,,3,1
webp,ffct-20986,text,enzyme label,Enzymatic Browning,,0,0
webp,ffct-21021,off-topic,book instead of oxidation,Oxidation Reactions,,0,0
webp,ffct-21097,off-topic,owl instead of puto,Puto Chemical Change,,1,3
webp,ffct-21101,off-topic,fish instead of solution,Solutions,,2,2
webp,ffct-21134,text,political slogan baked in,Mixtures and Changes,,2,3
webp,ffct-21140,off-topic,volcano not states of matter,states,,3,2
webp,ffct-21177,off-topic,sea cucumber not solubility,Solubility,,0,2
webp,ffct-21237,off-topic,cocoa pods not states,States of matter,,2,2
webp,ffct-21286,off-topic,shows heterogeneous mixture,Homogeneous Mixtures,,2,1
webp,ffct-21329,off-topic,jeepney not gas mixture,gas mixture,,1,1
webp,ffct-21379,text,N95 label baked in,Mask Filtration,,0,2
webp,ffct-21389,text,diagram labels baked in,Reverse osmosis,,2,0
webp,ffct-21400,text,GOLD label baked in,Density comparison,,3,1
webp,ffct-21404,text,formula labels baked in,Chemical Changes: Skeleton Formation,,3,3
webp,ffct-21406,text,labels baked in,Chemical changes,,0,1
webp,ffct-21407,text,banner text baked in,Keratin Growth,,0,2
webp,ffct-21410,text,oil/water labels baked in,Separatory Funnel,,1,0
webp,ffct-21436,text,antacid label baked in,Antacid Neutralization,,3,2
webp,ffct-21446,text,ASH label baked in,Wood Combustion Process,,1,1
webp,ffct-21447,text,digestion labels baked in,Digestion chemical change,,1,2
webp,ffct-21448,text,distillation labels baked in,Distillation Setup,,1,3
webp,ffct-21451,text,LPG labels baked in,LPG Storage,,2,1
webp,ffct-21453,text,coin text baked in,Hardness of solids,,2,3
webp,ffct-21468,text,graphite/clay labels,Pencil Core Mixture,,1,2
webp,ffct-21475,off-topic,jeepney not thermal expansion,Thermal Expansion,,2,1
webp,ffct-21487,text,bottle labels baked in,Evaporation of liquids,,3,2
webp,ffct-21490,text,scale label baked in,Rust Weight Gain,,0,0
webp,ffct-21502,text,developer/fixer labels,Chemical changes,,1,2
webp,ffct-21506,text,hygrometer label baked in,Hygrometer,,2,0
webp,ffct-21508,text,hydrophilic labels baked in,Soap Emulsion,,2,1
webp,ffct-21509,text,bean toxin labels baked in,raw_bean_toxins,,2,2
webp,ffct-21510,text,LEFTOVERS label baked in,Food Preservation,,2,3
webp,ffct-21515,text,k labels baked in,bonds breaking and forming carry energy,,0,0
webp,ffct-21543,text,bile/fat/enzyme labels,Liver Bile,,3,1
webp,ffct-21547,text,price tag labels baked in,Metal Conductivity,,3,2
webp,ffct-21551,text,baking soda label,Baking soda decomposition,,3,3
webp,ffct-21557,text,rust labels baked in,Iron Oxidation Stage,,0,2
webp,ffct-21559,text,ruler text baked in,Atomic Scale,,1,0
webp,ffct-21575,text,SINULOG label baked in,Sinulog Candle,,3,2
webp,ffct-21583,text,surface area labels,Surface Area,,0,2
webp,ffct-21586,text,IRON label baked in,Iron Melting Point,,0,3
webp,ffct-21588,text,sublimation labels baked in,States of Matter,,1,1
webp,ffct-21601,text,CATALYST label baked in,catalyst speeds up reaction,,2,3
webp,ffct-21603,text,energy labels baked in,energy is conserved in reactions,,3,1
webp,ffct-21607,text,SUGAR label baked in,photosynthesis as an endothermic reaction,,0,0
webp,ffct-21617,text,skin layer labels,Skin Barrier,,1,1
webp,ffct-21622,text,milk caption baked in,Colloids vs Solutions,,1,2
webp,ffct-21626,text,element labels baked in,Osmium density,,1,3
webp,ffct-21642,text,digestion labels baked in,Digestion chemical change,,3,2
webp,ffct-21644,scary,skull toxin imagery,Liver chemical change,,0,0
webp,ffct-21645,off-topic,fish market not sublimation,Sublimation,,0,1
webp,ffct-21662,text,liquid nitrogen label,Nitrogen Boiling,,2,0
webp,ffct-21669,off-topic,owl not saliva solution,Saliva Solution,,3,0
webp,ffct-21671,text,bone matrix labels,bone_composition,,3,2
webp,ffct-21684,text,solution labels baked in,Non-liquid Solutions,,1,0
webp,ffct-21688,text,ENERGY label baked in,respiration and burning release stored energy,,1,3
webp,ffct-21689,text,acid/base labels baked in,acids and bases react to neutralize,,2,0
webp,ffct-21692,text,pH label baked in,each pH unit is a tenfold change in acidity,,2,3
webp,ffct-21704,scary,skull and crossbones,Overheated Teflon,,0,1
webp,ffct-21714,text,gas bottle labels,Liquid gases,,1,1
webp,ffct-21722,text,distillation labels baked in,water_distillation,,2,2
webp,ffct-21723,text,tear labels baked in,Tear mixture,,2,3
